movieId,title
2407,"Way We Were, The (1973)"
2408,Stalag 17 (1953)
2409,"Presidio, The (1988)"
2410,Papillon (1973)
2411,"Last Detail, The (1973)"
2412,Five Easy Pieces (1970)
2413,Dead Calm (1989)
2414,"Boys from Brazil, The (1978)"
2415,Against All Odds (1984)
2416,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993)
2417,Fast Times at Ridgemont High (1982)
2418,"Cry in the Dark, A (1988)"
2419,Batman: Mask of the Phantasm (1993)
2420,American Flyers (1985)
2421,"Star Is Born, A (1937)"
2422,Pacific Heights (1990)
2423,"Draughtsman's Contract, The (1982)"
2424,"Zed & Two Noughts, A (1985)"
2425,Woman in the Dunes (Suna no onna) (1964)
2426,Down to You (2000)
2427,"Odessa File, The (1974)"
2428,Where the Buffalo Roam (1980)
2429,Eye of the Beholder (1999)
2430,"Big Tease, The (1999)"
2431,"Cup, The (Phörpa) (1999)"
2432,Encino Man (1992)
2433,"Goodbye Girl, The (1977)"
2434,Malcolm X (1992)
2435,Sister Act (1992)
2436,Sister Act 2: Back in the Habit (1993)
2437,"Hand That Rocks the Cradle, The (1992)"
2438,Alive (1993)
2439,Agnes of God (1985)
2440,Scent of a Woman (1992)
2441,Wayne's World (1992)
2442,Wayne's World 2 (1993)
2443,"League of Their Own, A (1992)"
2444,Patriot Games (1992)
2445,"Bodyguard, The (1992)"
2446,Death Becomes Her (1992)
2447,Far and Away (1992)
2448,Howards End (1992)
2449,Singles (1992)
2450,Twin Peaks: Fire Walk with Me (1992)
2451,White Men Can't Jump (1992)
2452,Buffy the Vampire Slayer (1992)
2453,Hard-Boiled (Lat sau san taam) (1992)
2454,Man Bites Dog (C'est arrivé près de chez vous) (1992)
2455,"Mariachi, El (1992)"
2456,Stop! Or My Mom Will Shoot (1992)
2457,Forever Young (1992)
2458,"Cutting Edge, The (1992)"
2459,Of Mice and Men (1992)
2460,Bad Lieutenant (1992)
2461,Scream 3 (2000)
2462,Single White Female (1992)
2463,"Boondock Saints, The (2000)"
2464,Gun Shy (2000)
2465,"Baby, The (1973)"
2466,"Brandon Teena Story, The (1998)"
2467,Minnie and Moskowitz (1971)
2468,They Might Be Giants (1971)
2469,"Beach, The (2000)"
2470,Snow Day (2000)
2471,"Tigger Movie, The (2000)"
2472,Not One Less (Yi ge dou bu neng shao) (1999)
2473,Eaten Alive (1977)
2474,Raining Stones (1993)
2475,To Sir with Love (1967)
2476,Boiler Room (2000)
2477,Hanging Up (2000)
2478,Pitch Black (2000)
2479,"Whole Nine Yards, The (2000)"
2480,Beautiful People (1999)
2481,Black Tar Heroin: The Dark End of the Street (2000)
2482,"Circus, The (1928)"
2483,City Lights (1931)
2484,"Flamingo Kid, The (1984)"
2485,"Kid, The (1921)"
2486,Class Reunion (1982)
2487,Happy Go Lovely (1951)
2488,Reindeer Games (2000)
2489,Wonder Boys (2000)
2490,Chain of Fools (2000)
2491,Drowning Mona (2000)
2492,"Next Best Thing, The (2000)"
2493,What Planet Are You From? (2000)
2494,Beyond the Mat (1999)
2495,Ghost Dog: The Way of the Samurai (1999)
2496,The Year My Voice Broke (1987)
2497,Splendor in the Grass (1961)
2498,My Tutor (1983)
2499,Key Largo (1948)
2500,For All Mankind (1989)
2501,Born Yesterday (1950)
2502,Birdy (1984)
2503,Blood Feast (1963)
2504,"Charlie, the Lonesome Cougar (1967)"
2505,Never Cry Wolf (1983)
2506,"Raisin in the Sun, A (1961)"
2507,"Closer You Get, The (2000)"
2508,Mission to Mars (2000)
2509,"Ninth Gate, The (1999)"
2510,East-West (Est-ouest) (1999)
2511,Defending Your Life (1991)
2512,Breaking Away (1979)
2513,Hoosiers (a.k.a. Best Shot) (1986)
2514,Bull Durham (1988)
2515,Dog Day Afternoon (1975)
2516,American Graffiti (1973)
2517,"Asphalt Jungle, The (1950)"
2518,"Searchers, The (1956)"
2519,"Big Country, The (1958)"
2520,Betrayed (1988)
2521,"Bridge at Remagen, The (1969)"
2522,Daughters of the Dust (1991)
2523,"Ogre, The (Unhold, Der) (1996)"
2524,On the Beach (1959)
2525,"Taking of Pelham One Two Three, The (1974)"
2526,Volunteers (1985)
2527,JFK (1991)
2528,Who's Harry Crumb? (1989)
2529,Harry and the Hendersons (1987)
2530,Let's Get Harry (1986)
2531,Shanghai Surprise (1986)
2532,Who's That Girl? (1987)
2533,She-Devil (1989)
2534,Date with an Angel (1987)
2535,Blind Date (1987)
2536,Nadine (1987)
2537,"Muppet Movie, The (1979)"
2538,"Great Muppet Caper, The (1981)"
2539,"Muppets Take Manhattan, The (1984)"
2540,We're Back! A Dinosaur's Story (1993)
2541,Baby... Secret of the Lost Legend (1985)
2542,Turtle Diary (1985)
2543,Raise the Titanic (1980)
2544,Titanic (1953)
2545,"Night to Remember, A (1958)"
2546,Captain Horatio Hornblower R.N. (1951)
2547,Erin Brockovich (2000)
2548,Final Destination (2000)
2549,Soft Fruit (1999)
2550,"Bear, The (Ours, L') (1988)"
2551,Love Is a Many-Splendored Thing (1955)
2552,"Mirror, The (Zerkalo) (1975)"
2553,"Crimson Pirate, The (1952)"
2554,Thelma & Louise (1991)
2555,...And Justice for All (1979)
2556,Animal House (1978)
2557,She's Gotta Have It (1986)
2558,School Daze (1988)
2559,Do the Right Thing (1989)
2560,Mo' Better Blues (1990)
2561,Jungle Fever (1991)
2562,"Champ, The (1979)"
2563,Creature Comforts (1989)
2564,Death Wish (1974)
2565,Death Wish 2 (1982)
2566,Death Wish 3 (1985)
2567,Death Wish 4: The Crackdown (1987)
2568,Death Wish 5: The Face of Death (1994)
2569,Double Indemnity (1944)
2570,Dying Young (1991)
2571,Teenage Mutant Ninja Turtles (1990)
2572,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)
2573,Teenage Mutant Ninja Turtles III (1993)
2574,Red Dawn (1984)
2575,Band of the Hand (1986)
2576,Bloodsport (1988)
2577,Eyes of Laura Mars (1978)
2578,Funny Bones (1995)
2579,"Good Earth, The (1937)"
2580,"Good Morning, Vietnam (1987)"
2581,"Good Mother, The (1988)"
2582,Grumpy Old Men (1993)
2583,Guess Who's Coming to Dinner (1967)
2584,Romeo Must Die (2000)
2585,Here on Earth (2000)
2586,Whatever It Takes (2000)
2587,Buddy Boy (1999)
2588,"Color of Paradise, The (Rang-e khoda) (1999)"
2589,Gothic (1986)
2590,Lord of the Flies (1963)
2591,Modern Times (1936)
2592,Heart and Souls (1993)
2593,Hud (1963)
2594,"Hustler, The (1961)"
2595,Inherit the Wind (1960)
2596,Dersu Uzala (1975)
2597,Close Encounters of the Third Kind (1977)
2598,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976)
2599,Retroactive (1997)
2600,"Place in the Sun, A (1951)"
2601,Jacob's Ladder (1990)
2602,Empire Records (1995)
2603,"Bamba, La (1987)"
2604,Ladyhawke (1985)
2605,Lucas (1986)
2606,High Fidelity (2000)
2607,"Road to El Dorado, The (2000)"
2608,"Skulls, The (2000)"
2609,Hook (1991)
2610,"Son of the Sheik, The (1926)"
2611,True Grit (1969)
2612,Madame Sousatzka (1988)
2613,Max Dugan Returns (1983)
2614,Midnight Express (1978)
2615,Misery (1990)
2616,Mr. Saturday Night (1992)
2617,Murphy's Romance (1985)
2618,My Life (1993)
2619,Solaris (Solyaris) (1972)
2620,Network (1976)
2621,No Way Out (1987)
2622,North Dallas Forty (1979)
2623,"Odd Couple, The (1968)"
2624,"Outlaw Josey Wales, The (1976)"
2625,Frequency (2000)
2626,Ready to Rumble (2000)
2627,Return to Me (2000)
2628,Rules of Engagement (2000)
2629,Joe Gould's Secret (2000)
2630,Me Myself I (2000)
2631,"Bell, Book and Candle (1958)"
2632,Force 10 from Navarone (1978)
2633,Mystery Train (1989)
2634,Arthur (1981)
2635,Bachelor Party (1984)
2636,Parenthood (1989)
2637,Predator (1987)
2638,"Prince of Tides, The (1991)"
2639,"Postman Always Rings Twice, The (1981)"
2640,All the Vermeers in New York (1990)
2641,28 Days (2000)
2642,American Psycho (2000)
2643,Keeping the Faith (2000)
2644,Where the Money Is (2000)
2645,East is East (1999)
2646,"Filth and the Fury, The (2000)"
2647,Diner (1982)
2648,Shakes the Clown (1992)
2649,Cabaret (1972)
2650,What Ever Happened to Baby Jane? (1962)
2651,Auntie Mame (1958)
2652,Guys and Dolls (1955)
2653,The Hunger (1983)
2654,Marathon Man (1976)
2655,Caddyshack (1980)
2656,Gossip (2000)
2657,Love and Basketball (2000)
2658,U-571 (2000)
2659,"Virgin Suicides, The (1999)"
2660,Jennifer 8 (1992)
2661,Limelight (1952)
2662,"Crow: Salvation, The (2000)"
2663,"Flintstones in Viva Rock Vegas, The (2000)"
2664,Where the Heart Is (2000)
2665,"Big Kahuna, The (2000)"
2666,Bossa Nova (2000)
2667,Smiling Fish and Goat on Fire (1999)
2668,"Idiots, The (Idioterne) (1998)"
2669,Time Code (2000)
2670,Carnosaur (1993)
2671,Carnosaur 2 (1995)
2672,Carnosaur 3: Primal Species (1996)
2673,"Hidden, The (1987)"
2674,Two Moon Junction (1988)
2675,Gladiator (2000)
2676,Up at the Villa (2000)
2677,Human Traffic (1999)
2678,Breathless (1983)
2679,The Idolmaker (1980)
2680,Inferno (1980)
2681,"Lords of Flatbush, The (1974)"
2682,Mr. Mom (1983)
2683,"Time Masters (Maîtres du temps, Les) (1982)"
2684,Battlefield Earth (2000)
2685,Center Stage (2000)
2686,Screwed (2000)
2687,Whipped (2000)
2688,Hamlet (2000)
2689,Anchors Aweigh (1945)
2690,Gypsy (1962)
2691,On the Town (1949)
2692,Pee-wee's Big Adventure (1985)
2693,Regret to Inform (1998)
2694,Honeymoon in Vegas (1992)
2695,Dinosaur (2000)
2696,Loser (2000)
2697,Road Trip (2000)
2698,Small Time Crooks (2000)
2699,"Hollywood Knights, The (1980)"
2700,"Twelve Chairs, The (1970)"
2701,Mission: Impossible II (2000)
2702,Shanghai Noon (2000)
2703,Better Living Through Circuitry (1999)
2704,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999)
2705,Carnival of Souls (1962)
2706,Flying Tigers (1942)
2707,"Gold Rush, The (1925)"
2708,Monsieur Verdoux (1947)
2709,On Her Majesty's Secret Service (1969)
2710,Seven Days in May (1964)
2711,"Spy Who Loved Me, The (1977)"
2712,Vagabond (Sans toit ni loi) (1985)
2713,Moonraker (1979)
2714,"Man with the Golden Gun, The (1974)"
2715,"King in New York, A (1957)"
2716,"Woman of Paris, A (1923)"
2717,"Fighting Seabees, The (1944)"
2718,Big Momma's House (2000)
2719,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)"
2720,American Gigolo (1980)
2721,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)"
2722,"Endless Summer, The (1966)"
2723,"Guns of Navarone, The (1961)"
2724,Blow-Out (La grande bouffe) (1973)
2725,Quatermass and the Pit (1967)
2726,Puppet Master (1989)
2727,Puppet Master II (1991)
2728,Puppet Master III: Toulon's Revenge (1991)
2729,Puppet Master 4 (1993)
2730,Puppet Master 5: The Final Chapter (1994)
2731,Rent-A-Cop (1988)
2732,Romeo and Juliet (1968)
2733,Stay Tuned (1992)
2734,Blazing Saddles (1974)
2735,Benji (1974)
2736,Benji the Hunted (1987)
2737,For the Love of Benji (1977)
2738,White Christmas (1954)
2739,Eraserhead (1977)
2740,Baraka (1992)
2741,"Man with the Golden Arm, The (1955)"
2742,"Decline of Western Civilization, The (1981)"
2743,"Decline of Western Civilization Part II: The Metal Years, The (1988)"
2744,For a Few Dollars More (Per qualche dollaro in più) (1965)
2745,Magnum Force (1973)
2746,Blood Simple (1984)
2747,"Fabulous Baker Boys, The (1989)"
2748,Prizzi's Honor (1985)
2749,Flatliners (1990)
2750,Light Years (Gandahar) (1988)
2751,Porky's (1982)
2752,Porky's II: The Next Day (1983)
2753,Porky's Revenge (1985)
2754,Private School (1983)
2755,Class of Nuke 'Em High (1986)
2756,"Toxic Avenger, The (1985)"
2757,"Toxic Avenger, Part II, The (1989)"
2758,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)"
2759,Night of the Creeps (1986)
2760,Predator 2 (1990)
2761,"Running Man, The (1987)"
2762,Starman (1984)
2763,"Brother from Another Planet, The (1984)"
2764,Alien Nation (1988)
2765,Mad Max (1979)
2766,"Road Warrior, The (Mad Max 2) (1981)"
2767,Mad Max Beyond Thunderdome (1985)
2768,Bird on a Wire (1990)
2769,Angel Heart (1987)
2770,9 1/2 Weeks (Nine 1/2 Weeks) (1986)
2771,Firestarter (1984)
2772,Sleepwalkers (1992)
2773,Action Jackson (1988)
2774,Sarafina! (1992)
2775,Soapdish (1991)
2776,"Long Walk Home, The (1990)"
2777,Clara's Heart (1988)
2778,Burglar (1987)
2779,Fatal Beauty (1987)
2780,Gone in 60 Seconds (2000)
2781,Love's Labour's Lost (2000)
2782,Sunshine (1999)
2783,Hamlet (1990)
2784,Coming Home (1978)
2785,American Pop (1981)
2786,Assault on Precinct 13 (1976)
2787,Near Dark (1987)
2788,One False Move (1992)
2789,Shaft (1971)
2790,"Conversation, The (1974)"
2791,Cutter's Way (1981)
2792,"Fury, The (1978)"
2793,"Paper Chase, The (1973)"
2794,Serpico (1973)
2795,"Ace in the Hole (Big Carnival, The) (1951)"
2796,Lonely Are the Brave (1962)
2797,"Sugarland Express, The (1974)"
2798,Trouble in Paradise (1932)
2799,Big Trouble in Little China (1986)
2800,Badlands (1973)
2801,Battleship Potemkin (1925)
2802,Boys and Girls (2000)
2803,Shaft (2000)
2804,Titan A.E. (2000)
2805,Butterfly (La lengua de las mariposas) (1999)
2806,Jesus' Son (1999)
2807,Chicken Run (2000)
2808,"Me, Myself & Irene (2000)"
2809,"Patriot, The (2000)"
2810,"Adventures of Rocky and Bullwinkle, The (2000)"
2811,"Perfect Storm, The (2000)"
2812,"Golden Bowl, The (2000)"
2813,Communion (1989)
2814,"Kentucky Fried Movie, The (1977)"
2815,"Blood In, Blood Out (1993)"
2816,F/X (1986)
2817,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991)
2818,"Hot Spot, The (1990)"
2819,Missing in Action (1984)
2820,Missing in Action 2: The Beginning (1985)
2821,Braddock: Missing in Action III (1988)
2822,Thunderbolt and Lightfoot (1974)
2823,Dreamscape (1984)
2824,The Golden Voyage of Sinbad (1973)
2825,House Party (1990)
2826,House Party 2 (1991)
2827,Croupier (1998)
2828,"Kid, The (2000)"
2829,Scary Movie (2000)
2830,But I'm a Cheerleader (1999)
2831,Shower (Xizao) (1999)
2832,Blow-Up (Blowup) (1966)
2833,"Pawnbroker, The (1964)"
2834,Groove (2000)
2835,Footloose (1984)
2836,Duel in the Sun (1946)
2837,X-Men (2000)
2838,Chuck & Buck (2000)
2839,"Five Senses, The (1999)"
2840,"In Crowd, The (2000)"
2841,What Lies Beneath (2000)
2842,Pokémon the Movie 2000 (2000)
2843,Anatomy of a Murder (1959)
2844,Freejack (1992)
2845,Mackenna's Gold (1969)
2846,Sinbad and the Eye of the Tiger (1977)
2847,"Two Women (Ciociara, La) (1960)"
2848,What About Bob? (1991)
2849,White Sands (1992)
2850,Breaker Morant (1980)
2851,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972)
2852,Interiors (1978)
2853,Love and Death (1975)
2854,"Official Story, The (La historia oficial) (1985)"
2855,Tampopo (1985)
2856,Nutty Professor II: The Klumps (2000)
2857,"Girl on the Bridge, The (Fille sur le pont, La) (1999)"
2858,Wonderland (1999)
2859,Autumn in New York (2000)
2860,Coyote Ugly (2000)
2861,Hollow Man (2000)
2862,Space Cowboys (2000)
2863,Psycho Beach Party (2000)
2864,Saving Grace (2000)
2865,"Black Sabbath (Tre volti della paura, I) (1963)"
2866,"Brain That Wouldn't Die, The (1962)"
2867,Bronco Billy (1980)
2868,"Crush, The (1993)"
2869,Kelly's Heroes (1970)
2870,Phantasm II (1988)
2871,Phantasm III: Lord of the Dead (1994)
2872,Phantasm IV: Oblivion (1998)
2873,Pumpkinhead (1988)
2874,Air America (1990)
2875,Sleepaway Camp (1983)
2876,Steel Magnolias (1989)
2877,And God Created Woman (Et Dieu... créa la femme) (1956)
2878,Easy Money (1983)
2879,"Ilsa, She Wolf of the SS (1974)"
2880,The Spiral Staircase (1945)
2881,I'm the One That I Want (2000)
2882,"Tao of Steve, The (2000)"
2883,"Affair of Love, An (Liaison pornographique, Une) (1999)"
2884,Bless the Child (2000)
2885,Cecil B. DeMented (2000)
2886,"Eyes of Tammy Faye, The (2000)"
2887,"Replacements, The (2000)"
2888,About Adam (2000)
2889,"Cell, The (2000)"
2890,Godzilla 2000 (Gojira ni-sen mireniamu) (1999)
2891,"Original Kings of Comedy, The (2000)"
2892,"Naked Gun: From the Files of Police Squad!, The (1988)"
2893,"Naked Gun 2 1/2: The Smell of Fear, The (1991)"
2894,Our Town (1940)
2895,Shane (1953)
2896,"Suddenly, Last Summer (1959)"
2897,Cat Ballou (1965)
2898,Supergirl (1984)
2899,"Art of War, The (2000)"
2900,Bring It On (2000)
2901,"Crew, The (2000)"
2902,Skipped Parts (2000)
2903,Highlander: Endgame (Highlander IV) (2000)
2904,Nurse Betty (2000)
2905,Solas (1999)
2906,"Watcher, The (2000)"
2907,"Way of the Gun, The (2000)"
2908,Almost Famous (2000)
2909,Bait (2000)
2910,Circus (2000)
2911,Crime and Punishment in Suburbia (2000)
2912,Duets (2000)
2913,Under Suspicion (2000)
2914,Urban Legends: Final Cut (2000)
2915,Woman on Top (2000)
2916,Dancer in the Dark (2000)
2917,Best in Show (2000)
2918,Beautiful (2000)
2919,"Broken Hearts Club, The (2000)"
2920,Girlfight (2000)
2921,Remember the Titans (2000)
2922,Hellraiser (1987)
2923,Hellbound: Hellraiser II (1988)
2924,Hellraiser III: Hell on Earth (1992)
2925,"Faraway, So Close (In weiter Ferne, so nah!) (1993)"
2926,Bikini Beach (1964)
2927,Stranger Than Paradise (1984)
2928,Voyage to the Bottom of the Sea (1961)
2929,Fantastic Voyage (1966)
2930,Abbott and Costello Meet Frankenstein (1948)
2931,"Bank Dick, The (1940)"
2932,"Creature from the Black Lagoon, The (1954)"
2933,"Invisible Man, The (1933)"
2934,"Killer Shrews, The (1959)"
2935,Runaway (1984)
2936,"Slumber Party Massacre, The (1982)"
2937,Slumber Party Massacre II (1987)
2938,Slumber Party Massacre III (1990)
2939,Sorority House Massacre (1986)
2940,Sorority House Massacre II (1990)
2941,Bamboozled (2000)
2942,Digimon: The Movie (2000)
2943,Get Carter (2000)
2944,Get Carter (1971)
2945,Meet the Parents (2000)
2946,Requiem for a Dream (2000)
2947,Tigerland (2000)
2948,Two Family House (2000)
2949,"Contender, The (2000)"
2950,Dr. T and the Women (2000)
2951,"Ladies Man, The (2000)"
2952,Billy Jack (1971)
2953,Billy Jack Goes to Washington (1977)
2954,"Time Machine, The (1960)"
2955,Ghoulies II (1987)
2956,"Unsinkable Molly Brown, The (1964)"
2957,"Adventures of Ichabod and Mr. Toad, The (1949)"
2958,"Strange Love of Martha Ivers, The (1946)"
2959,Detour (1945)
2960,Billy Elliot (2000)
2961,Bedazzled (2000)
2962,Pay It Forward (2000)
2963,"Private Eyes, The (1981)"
2964,"Legend of Drunken Master, The (Jui kuen II) (1994)"
2965,Book of Shadows: Blair Witch 2 (2000)
2966,"Little Vampire, The (2000)"
2967,Charlie's Angels (2000)
2968,"Legend of Bagger Vance, The (2000)"
2969,Little Nicky (2000)
2970,Men of Honor (2000)
2971,Red Planet (2000)
2972,You Can Count on Me (2000)
2973,Diamonds Are Forever (1971)
2974,"Eagle Has Landed, The (1976)"
2975,"6th Day, The (2000)"
2976,Bounce (2000)
2977,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000)
2978,One Day in September (1999)
2979,Rugrats in Paris: The Movie (2000)
2980,102 Dalmatians (2000)
2981,Malèna (2000)
2982,Quills (2000)
2983,Unbreakable (2000)
2984,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"
2985,Dungeons & Dragons (2000)
2986,Proof of Life (2000)
2987,Vertical Limit (2000)
2988,"Bounty, The (1984)"
2989,"Planes, Trains & Automobiles (1987)"
2990,She's Having a Baby (1988)
2991,"Living Daylights, The (1987)"
2992,Transformers: The Movie (1986)
2993,Wall Street (1987)
2994,Born on the Fourth of July (1989)
2995,Talk Radio (1988)
2996,Brewster's Millions (1985)
2997,Snatch (2000)
2998,Punchline (1988)
2999,Chocolat (2000)
3000,"Dude, Where's My Car? (2000)"
3001,"Emperor's New Groove, The (2000)"
3002,Pollock (2000)
3003,What Women Want (2000)
3004,Finding Forrester (2000)
3005,"Gift, The (2000)"
3006,Before Night Falls (2000)
3007,Cast Away (2000)
3008,"Family Man, The (2000)"
3009,"House of Mirth, The (2000)"
3010,Miss Congeniality (2000)
3011,"O Brother, Where Art Thou? (2000)"
3012,State and Main (2000)
3013,Dracula 2000 (2000)
3014,All the Pretty Horses (2000)
3015,"Everlasting Piece, An (2000)"
3016,Thirteen Days (2000)
3017,Traffic (2000)
3018,"Claim, The (2000)"
3019,Shadow of the Vampire (2000)
3020,House of Games (1987)
3021,Annie (1982)
3022,Don't Tell Mom the Babysitter's Dead (1991)
3023,"Officer and a Gentleman, An (1982)"
3024,"Alamo, The (1960)"
3025,At Close Range (1986)
3026,Friendly Persuasion (1956)
3027,Gettysburg (1993)
3028,Horrors of Spider Island (Ein Toter Hing im Netz) (1960)
3029,Antitrust (2001)
3030,Double Take (2001)
3031,Save the Last Dance (2001)
3032,Panic (2000)
3033,"Pledge, The (2001)"
3034,The Man in the Moon (1991)
3035,Mystic Pizza (1988)
3036,Prelude to a Kiss (1992)
3037,Coffy (1973)
3038,Foxy Brown (1974)
3039,I'm Gonna Git You Sucka (1988)
3040,Untamed Heart (1993)
3041,Sugar & Spice (2001)
3042,"Wedding Planner, The (2001)"
3043,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)"
3044,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)"
3045,Amazing Grace and Chuck (1987)
3046,Amazon Women on the Moon (1987)
3047,Baby Boom (1987)
3048,Back to the Beach (1987)
3049,Barfly (1987)
3050,Best Seller (1987)
3051,Beverly Hills Cop II (1987)
3052,Beverly Hills Cop (1984)
3053,"Big Easy, The (1987)"
3054,Born in East L.A. (1987)
3055,"Brave Little Toaster, The (1987)"
3056,Can't Buy Me Love (1987)
3057,Cherry 2000 (1987)
3058,Cop (1988)
3059,Eddie Murphy Raw (1987)
3060,Empire of the Sun (1987)
3061,Ernest Goes to Camp (1987)
3062,"Evil Dead, The (1981)"
3063,Flowers in the Attic (1987)
3064,"Fourth Protocol, The (1987)"
3065,Gardens of Stone (1987)
3066,"Glass Menagerie, The (1987)"
3067,Hiding Out (1987)
3068,Hollywood Shuffle (1987)
3069,Hope and Glory (1987)
3070,Innerspace (1987)
3071,Ishtar (1987)
3072,Jaws: The Revenge (1987)
3073,Leonard Part 6 (1987)
3074,Less Than Zero (1987)
3075,"Like Father, Like Son (1987)"
3076,"Lost Boys, The (1987)"
3077,Made in Heaven (1987)
3078,Maid to Order (1987)
3079,Making Mr. Right (1987)
3080,Mannequin (1987)
3081,Masters of the Universe (1987)
3082,"Monster Squad, The (1987)"
3083,My Demon Lover (1987)
3084,No Man's Land (1987)
3085,Head Over Heels (2001)
3086,Left Behind: The Movie (2000)
3087,Valentine (2001)
3088,In the Mood For Love (Fa yeung nin wa) (2000)
3089,"Million Dollar Hotel, The (2001)"
3090,Nico and Dani (Krámpack) (2000)
3091,Hannibal (2001)
3092,Saving Silverman (Evil Woman) (2001)
3093,Vatel (2000)
3094,Down to Earth (2001)
3095,Recess: School's Out (2001)
3096,Sweet November (2001)
3097,Company Man (2000)
3098,"Price of Milk, The (2000)"
3099,Monkeybone (2001)
3100,3000 Miles to Graceland (2001)
3101,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)"
3102,"Mexican, The (2001)"
3103,"Caveman's Valentine, The (2001)"
3104,Series 7: The Contenders (2001)
3105,15 Minutes (2001)
3106,Get Over It (2001)
3107,Long Night's Journey Into Day (2000)
3108,Avalon (1990)
3109,Gray's Anatomy (1996)
3110,Of Mice and Men (1939)
3111,Reform School Girls (1986)
3112,Tapeheads (1988)
3113,"Bishop's Wife, The (1947)"
3114,Lilies of the Field (1963)
3115,"Greatest Story Ever Told, The (1965)"
3116,Elmer Gantry (1960)
3117,Alfie (1966)
3118,"Fantasticks, The (1995)"
3119,I Know Where I'm Going! (1945)
3120,"Abominable Dr. Phibes, The (1971)"
3121,Real Life (1979)
3122,Battle Beyond the Stars (1980)
3123,Double Impact (1991)
3124,Fuzz (1972)
3125,Harley Davidson and the Marlboro Man (1991)
3126,Losin' It (1983)
3127,Mermaids (1990)
3128,Navy Seals (1990)
3129,Manhunter (1986)
3130,Reversal of Fortune (1990)
3131,Death on the Nile (1978)
3132,Revenge of the Nerds (1984)
3133,Revenge of the Nerds II: Nerds in Paradise (1987)
3134,4 Little Girls (1997)
3135,River's Edge (1986)
3136,Girls Just Want to Have Fun (1985)
3137,"Longest Yard, The (1974)"
3138,Necessary Roughness (1991)
3139,Enemy at the Gates (2001)
3140,Exit Wounds (2001)
3141,"Dish, The (2001)"
3142,Memento (2000)
3143,Heartbreakers (2001)
3144,Say It Isn't So (2001)
3145,Someone Like You (2001)
3146,Spy Kids (2001)
3147,Tomcats (2001)
3148,"Tailor of Panama, The (2001)"
3149,Amores Perros (Love's a Bitch) (2000)
3150,Keep the River on Your Right: A Modern Cannibal Tale (2000)
3151,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)"
3152,Along Came a Spider (2001)
3153,Blow (2001)
3154,Just Visiting (2001)
3155,Pokémon 3: The Movie (2001)
3156,Beautiful Creatures (2000)
3157,Brigham City (2001)
3158,Bridget Jones's Diary (2001)
3159,Joe Dirt (2001)
3160,Josie and the Pussycats (2001)
3161,Chopper (2000)
3162,"Circle, The (Dayereh) (2000)"
3163,Crocodile Dundee in Los Angeles (2001)
3164,Freddy Got Fingered (2001)
3165,"Center of the World, The (2001)"
3166,"Luzhin Defence, The (2000)"
3167,"Visit, The (2000)"
3168,Scarface (1983)
3169,Days of Wine and Roses (1962)
3170,Driven (2001)
3171,One Night at McCool's (2001)
3172,Town & Country (2001)
3173,"Mummy Returns, The (2001)"
3174,Under the Sand (2000)
3175,Krull (1983)
3176,Lost in America (1985)
3177,Triumph of the Will (Triumph des Willens) (1934)
3178,"World According to Garp, The (1982)"
3179,Fellini Satyricon (1969)
3180,Frankie and Johnny (1966)
3181,Frankie and Johnny (1991)
3182,"City of Women, The (Città delle donne, La) (1980)"
3183,For the Boys (1991)
3184,Nine to Five (a.k.a. 9 to 5) (1980)
3185,Norma Rae (1979)
3186,Summer Rental (1985)
3187,"5,000 Fingers of Dr. T, The (1953)"
3188,Love Story (1970)
3189,Pelle the Conqueror (Pelle erobreren) (1987)
3190,Rififi (Du rififi chez les hommes) (1955)
3191,"Knight's Tale, A (2001)"
3192,Bread and Roses (2000)
3193,Startup.com (2001)
3194,Angel Eyes (2001)
3195,Shrek (2001)
3196,"Fast Food, Fast Women (2000)"
3197,Moulin Rouge (2001)
3198,Pearl Harbor (2001)
3199,Himalaya (Himalaya - l'enfance d'un chef) (1999)
3200,"Man Who Cried, The (2000)"
3201,Ice Castles (1978)
3202,Love Potion #9 (1992)
3203,City Slickers (1991)
3204,Eight Men Out (1988)
3205,"Horse Soldiers, The (1959)"
3206,"Night, The (Notte, La) (1960)"
3207,Mississippi Burning (1988)
3208,"Magnificent Seven, The (1960)"
3209,Rio Bravo (1959)
3210,Throw Momma from the Train (1987)
3211,Yi Yi (2000)
3212,"Sand Pebbles, The (1966)"
